Word 1,Word 2,Cosine Similarity
money,dollar,0.01682856190275777
money,laundering,-0.10072382374232547
money,operation,0.16015983797885916
money,possession,-0.09145307680308032
money,property,0.15591526369588227
money,wealth,-0.1835839930093004
money,withdrawal,0.033915476523844856
monk,slave,-0.14575954394856486
month,hotel,0.15147184054027313
morality,importance,0.123881219028925
morality,marriage,0.10715552822028024
movie,critic,-0.06680612552542634
movie,star,0.09479088199465878
movie,theater,-0.09564020089821713
museum,theater,-0.038629692402246146
music,project,0.01695626436256855
nature,environment,0.011264215641149706
nature,man,0.09277666843775721
network,hardware,-0.01400466677534826
news,report,0.25756890897569973
noon,string,0.061020515021361695
observation,architecture,0.11945022155941887
oil,stock,0.00550024385280176
opera,industry,0.1235131417577718
opera,performance,0.026220211083644245
peace,atmosphere,0.17621402671997638
peace,insurance,0.05970692281045659
peace,plan,0.20139661805299158
phone,equipment,-0.07079358144378624
physics,chemistry,0.11451089462558738
plane,car,0.14975067236021505
planet,moon,-0.012993381754937304
planet,people,0.15897329097250512
planet,space,0.08147766594136933
planet,star,0.025879043348959657
planet,sun,-0.00801476187647793
population,development,0.31779235350979085
possibility,girl,0.04886186448377061
practice,institution,-0.10880809970932796
precedent,collection,0.11060073885208294
precedent,example,0.027843810614933556
precedent,group,0.05254213360724617
precedent,information,0.10069400501752222
precedent,law,-0.007164432602363791
prejudice,recognition,0.08182889343307168
preservation,world,-0.12099482621558598
president,medal,-0.11147743323909995
problem,airport,0.15366785271662764
problem,challenge,-0.12388419405797806
production,crew,0.17292831940253456
professor,doctor,0.01543130023305503
profit,loss,0.14987560422460042
profit,warning,-0.020717734113593275
psychology,anxiety,0.206253769761112
psychology,depression,0.09179716315880809
psychology,discipline,0.13428402380286633
psychology,doctor,-0.020870141352424588
psychology,fear,0.057148699071465775
psychology,health,0.011819114451545619
psychology,mind,0.17797353582692038
psychology,science,0.13383187133803562
reason,criterion,-0.049213851742609616
record,number,0.1856873965688838
registration,arrangement,0.007222643309479268
report,gain,-0.009465195746227291
rock,jazz,0.08147359894734676
school,center,0.18908170462304041
secretary,senate,0.260158428430715
seven,series,0.2614663878893826
shower,flood,0.08664168212922949
situation,conclusion,0.07078484262300692
situation,isolation,0.15272863210306556
size,prominence,-0.10644455759525466
skin,eye,0.06200170354648842
smart,student,0.08482350157576427
smart,stupid,0.0025515882323972074
soap,opera,0.1387571535455782
space,chemistry,0.05029264613948652
space,world,0.33128871600425014
start,match,-0.03405100284325833
start,year,0.1862270280211621
stock,egg,-0.1570925620569993
stock,jaguar,0.2619460064968319
stock,life,0.009373906956874555
stock,live,-0.03568633064434301
stock,market,0.21923681944844317
stock,phone,0.1680743025612814
street,avenue,0.2623403749489341
street,block,0.17154018635534682
street,children,-0.12483747989544522
street,place,0.23839435017131083
stroke,hospital,0.10597981383579903
student,professor,0.013630455323717374
sugar,approach,0.061622665434002334
summer,drought,-0.005837320405146643
summer,nature,-0.18342215584709157
telephone,communication,0.15479098561913454
television,film,0.23134642449387477
television,radio,0.14876313405737274
tennis,racket,0.1769725899544188
territory,kilometer,-0.08397968878523183
territory,surface,-0.021639613281733826
theater,history,0.0802564525755388
tiger,animal,0.1490215411274276
tiger,cat,0.1824264986000532
tiger,jaguar,0.1858418445873671
tiger,organism,0.153024928480335
tiger,tiger,1.0
tiger,zoo,0.11694572509525926
train,car,0.14748357081516486
travel,activity,0.06546795117019741
treatment,recovery,-0.008106174188044104
type,kind,0.17598563518628113
victim,emergency,0.005883592005331906
war,troops,0.08892017442836674
weapon,secret,-0.12067697115362563
weather,forecast,0.0490124415486294
wood,forest,0.0019522167815124714
word,similarity,-0.06280191195176414
