Word 1,Word 2,Cosine Similarity
morality,importance,-0.022663637393610193
morality,marriage,-0.07877605629144045
movie,critic,0.08739649771684965
movie,star,0.1261237688918494
movie,theater,0.0981427910790965
museum,theater,0.17959243204583186
music,project,0.10243242373043174
nature,environment,0.032440115892841785
nature,man,0.055086308300856084
network,hardware,0.03168485574785297
news,report,0.07544986327549556
noon,string,0.03245942425027729
observation,architecture,0.05691407816288208
oil,stock,0.12914063227867664
opera,industry,0.2060547571443001
opera,performance,0.0821111600721205
peace,atmosphere,0.056300594852756826
peace,insurance,0.031173898211370923
peace,plan,0.04853961312020433
phone,equipment,-0.02617700014098527
physics,chemistry,0.13060813575307026
plane,car,0.22836806013906805
planet,moon,0.10198576179258469
planet,people,0.07727779354785301
planet,space,0.034726460772783393
planet,star,-0.0001683849682253234
planet,sun,0.14936155236353074
population,development,0.01804790238116353
possibility,girl,0.08134595983599882
practice,institution,0.10742228748724789
precedent,collection,0.06790208694217363
precedent,example,0.15109774946259186
precedent,group,0.011986802325213564
precedent,information,-0.001732992943777675
precedent,law,0.09341737990258493
prejudice,recognition,-0.01859702420265831
preservation,world,0.007061312070005924
president,medal,0.0832526927799963
problem,airport,0.030688380935300023
problem,challenge,0.1406332968251961
production,crew,-0.08549474496950486
professor,doctor,0.07520858807868347
profit,loss,0.10762433718160695
profit,warning,0.04581063690581206
psychology,anxiety,0.08837299255620189
psychology,depression,0.062154638880906304
psychology,discipline,0.06187745512032201
psychology,doctor,0.1362125591711569
psychology,fear,0.1292570538712957
psychology,health,0.05380230306253269
psychology,mind,0.046151331131676125
psychology,science,0.09573032706297176
reason,criterion,-0.02173882511603023
record,number,0.11993963671978895
registration,arrangement,0.02644844697249798
report,gain,0.03411775932091347
rock,jazz,-0.01882097501664824
school,center,0.005575154581639348
secretary,senate,0.013332974181679422
seven,series,0.06359884303494029
shower,flood,0.0029969650674289854
situation,conclusion,0.07364327656067501
situation,isolation,0.024191179066038175
size,prominence,0.1268560290091117
skin,eye,0.01434663776048913
smart,student,0.06912657196650314
smart,stupid,-0.02828741878024956
soap,opera,-0.06850161990329885
space,chemistry,0.0827497403231202
space,world,0.05811614763234034
start,match,0.10852939065087645
start,year,0.11546868634935435
stock,egg,0.0807684666889114
stock,jaguar,0.025786226121186098
stock,life,0.0794361576860088
stock,live,0.013506068303388912
stock,market,0.05870888909911033
stock,phone,0.03853906733260816
street,avenue,0.1213620299110258
street,block,-0.00926545478458787
street,children,0.008837361710501243
street,place,0.19901799853427457
stroke,hospital,-0.01907499743818819
student,professor,0.08217258483314094
sugar,approach,-0.061850545451113285
summer,drought,0.029753987271032293
summer,nature,0.06965414009337467
telephone,communication,0.07993904312075228
television,film,-0.04690405512412733
television,radio,-0.06657347569343809
tennis,racket,0.043997703144230293
territory,kilometer,0.06999539842993548
territory,surface,0.11801599085093044
theater,history,0.07853660730477255
tiger,animal,0.11149680008845408
tiger,cat,0.10899689555287809
tiger,jaguar,0.17175246614677686
tiger,organism,0.23406048833569476
tiger,tiger,1.0
tiger,zoo,0.08692583455924777
train,car,0.13099811027538255
travel,activity,0.09104085730838583
treatment,recovery,0.06456184718731339
type,kind,0.10510811396573867
victim,emergency,0.06602012417114593
war,troops,0.06440919236183877
weapon,secret,0.052620694237960085
weather,forecast,0.011710478218722644
wood,forest,0.152478103693342
word,similarity,-0.006829648300771843
